name,house_id,location,xiaoqu_address,huanxianweizhi,xiangmutese,youbian,chanquan,kaifashang,jianzhu_type,jianzhu_mianji,jianzhu_jiegou,zhandi_mianji,dangqihu_shu,loudong_shu,zonghu_shu,lvhua_lv,rongji_lv,wuye_gongsi,wuye_fee,wuye_phone,wuye_type,wuye_address,gps_x,gps_y,built_time
优品道四期小区网,youpindao,青羊 贝森,青羊优品街77号,：中至三环,,610031,70年产权,成都博瑞房地产开发有限公司,板楼 小高层,740000平方米,框架,275334平方米,7080户,13栋,7080户,37%,2.69,成都博瑞物业管理有限公司,2.20元/平米·月,028-81708675,住宅,青羊区贝森路11号,104.00761413574219,30.66797637939453,2010-11-21
领馆逸品小区网,lingguanyipin,高新区 中和镇,高新区新下街319号,：绕城以外,,610016,70年产权,四川百川房地产开发有限公司,塔楼 小高层,84000平方米,框架,20000平方米,500户,2栋,500户,33%,4.20,百川物业,1.10元/平米·月,,住宅,,104.0948257446289,30.556529998779297,2009-01-01
橙花风景小区网,chenghuafengjing,青羊 内光华,青羊玉宇路998号,：中至三环,,610031,70年产权,成都双新科技创业投资有限责任公司,板楼 高层,108254平方米,框架结构,18479平方米,987户,3栋,987户,37.60%,5.86,成都中天盛鸿物业管理有限责任公司,1.20元/平米·月,028-65031516,住宅,贝森路216号中天盛鸿物管公司,103.9968032836914,30.672285079956055,2008-01-01
望江橡树林二期小区网,wangjiangxiangshuwanrs,锦江 九眼桥,锦江橡树林路66号,：一至二环,,610011,70年产权,四川瑞升实业集团有限公司,塔楼 超高层,936986平方米,框架,136986平方米,2324户,7栋,4989户,30%,6.84,成都瑞德物管公司,2.00元/平米·月,028-85612183,住宅,橡树林二期7栋楼下,104.09899139404297,30.629690170288086,2011-12-31
书香府邸小区网,shuxiangfudi028,高新西区 高新西区,高新西区天目路196号,：三至绕城,"宜居生态地产,国际化社区,地铁沿线,低密...",611731,70年产权,成都兴泰置业有限公司,塔楼 高层,345094平方米,框架,112866平方米,2720户,9栋,2720户,48.94%,2.66,1.20元/平米·月,1.20元/平米·月,028-85669649,住宅,小区正门右侧,103.98600769042969,30.73824119567871,2000-01-01
巨龙环岛国际社区小区网,huandaoguojijl,温江 永宁镇,温江文化路131号,：绕城以外,"豪华居住区,公园地产,打折优惠楼盘",611130,,成都巨龙投资有限责任公司,塔楼 高层 超高层,161353平方米,钢混、框架结构,31146平方米,400户,12栋,912户,52.75%,3.87,住邦物业,1.60元/平米·月,,住宅,文化路139号,103.8517837524414,30.70371437072754,2011-12-01
河畔华苑小区网,hepanhuayuan028,成华 建设路SM广场,成华建设南路20号,：二至中环,,610051,70年,成都华成股份有限公司,板楼 多层,76265平方米,框剪,40000平方米,623户,13栋,623户,40%,1.78,嘉丽来物业,0.60元/平米·月,028-86927877,住宅,,104.12374877929688,30.67450523376465,2003-01-01
中铁天宏康郡,tianhongkangjunzt,郫都区 郫县区,郫都区中信大道4段与老成灌路交汇处（田...,：绕城以外,品牌地产,611730,中铁天宏康郡普通住宅产权为70年,成都田园世界景华置业有限公司,塔楼 高层,281406平方米,,53848平方米,2280户,2栋,2280户,38.20%,3.56,成都中能物业管理有限责任公司,1.70元/㎡·月,,住宅,,103.87865447998047,30.83355712890625,2016-12-01
海伦国际,hailunguoji028,新都 新都主城区,新都电子路172号（博海路和电子路交汇处...,：绕城以外,"低总价,国际化社区,特色别墅,创意地产",610599,海伦国际普通住宅产权为70年,成都市一方投资有限公司,板楼 多层 超高层,390715平方米,,92066平方米,1280户,6栋,2280户,30%,3.00,广东中颐物业,1.60元/㎡·月,,住宅,,104.16651153564453,30.820131301879883,2016-04-01
银锣湾小区网,yinluowan,成华 青龙场,成华青龙路499号（昭觉寺旁）,：中至三环,"公园地产,打折优惠楼盘",610057,住宅类产权70年,四川银华房地产开发有限公司,板楼 高层,97002平方米,,15298平方米,1100户,3栋,1100户,30%,3.62,成都兴民物业管理公司,1.60元/平方米·月,,住宅,,104.124267578125,30.710346221923828,2012-09-01
皇城花卉小区网,huangchenghuahui,高新区 金融城,高新区天和路69号,：中至三环,,610094,70年,四川省蜀府房屋建设开发有限公司,板楼 多层,162162平方米,框架,45822平方米,480户,10栋,480户,30%,3.00,深圳彩生活物业管理有限公司,1.50元/平米·月,61682976,住宅,8栋1楼物业,104.07982635498047,30.60660171508789,2011-12-31
大石东路社区小区网,dashidonglushequ,武侯 内双楠,武侯一环路西一段11号,：一环以内,,610041,70年,,板楼 多层,,砖混,,580户,7栋,580户,31%,2.90,小区物管,,,住宅,,104.04884338378906,30.650400161743164,2000-01-01
中海锦城二期小区网,zhonghaijincheng,武侯 簇桥,武侯武侯区金履三路55号,：三至绕城,,610042,70年,,塔楼 小高层,380000平方米,框架,122666平方米,,11栋,,35%,2.80,2.50元/平米·月,2.50元/平米·月,,住宅,,103.99433135986328,30.61220359802246,2011-09-01
新界四期小区网,xinjie,武侯 外双楠,武侯太平园东三街74号,：中至三环,,610045,70年产权,成都市新川藏路建设开发有限责任公司,塔楼 多层 高层,46800平方米,框架,22500平方米,120户,5栋,120户,30%,2.00,成都中铁瑞城物业管理有限公司新界分公司,2.00元/平米·月,,住宅,,104.0220718383789,30.632394790649414,2007-01-01
万科金润华府小区网,jinrunhuafuwk,锦江 川师,锦江静秀路55号,：二至中环,"宜居生态地产,教育地产,打折优惠楼盘",610011,70年产权,成都万科锦江置业有限公司,塔楼 超高层,320000平方米,砖混,52693平方米,1000户,17栋,3315户,30%,5.00,万科物业,2.60元/平米·月,028-84786166,住宅,1栋物业办公点,104.12445831298828,30.62820053100586,2013-12-01
颐和雅居小区网,yiheyaju,武侯 五大花园,武侯晋阳路218号,：中至三环,,610045,70年产权,四川中房鸿都汇友置业有限公司,塔楼 小高层,100000平方米,框剪,29997平方米,741户,3栋,741户,35%,3.33,中房物业管理,1.20元/平米·月,028-87011420,住宅,小区1栋1单元1楼,104.00572204589844,30.657442092895508,2006-07-01
上东锦城小区网,shangdongjincheng,锦江 川师,锦江A区静祥路33号、B区静祥路46号,：中至三环,"宜居生态地产,地铁沿线,配套商品房",610011,70年产权,成都统建·岷江房产,塔楼 小高层 高层 超高层,150000平方米,框架,30566平方米,1500户,7栋,1500户,30%,4.91,成都花园物业管理公司,1.20元/平米·月,028-86085200,住宅,静祥路33号1栋,104.13067626953125,30.606473922729492,2008-01-01
龙腾花园小区网,longtenghuayuan028,武侯 内双楠,武侯龙腾中路10号,：二至中环,,610047,70年产权,,塔楼 高层,67760平方米,框架,24200平方米,368户,8栋,368户,25%,2.80,小区物业,0.50元/平米·月,87015906,住宅,,104.02230072021484,30.659101486206055,2007-01-01
成功悦都,chenggongyuedu,成华 建设路伊藤,成华双建路建行正对面（原双建路79号）,：二至中环,小户型,610057,"成功悦都普通住宅产权为70年,酒店式公寓...",四川成功企业发展有限公司,板塔结合 高层,109766平方米,,20049平方米,483户,2017-10-01,483户,25%,3.40,双建路建行正对面（原...,2.18元/㎡·月,,住宅,,104.12203979492188,30.684890747070312,2017-10-01
中航城,zhonghangcheng028,郫都区 郫县区,郫都区鹃兴路729号（老成灌路与郫彭路交...,：绕城以外,科技住宅,611700,中航城花园洋房产权为70年,成都聚锦商贸有限公司,板楼 板塔结合 多层 小高层 高层,890000平方米,,280000平方米,1056户,3栋,5997户,30%,2.41,中航大北物业,1.90元/㎡·月,,住宅,,103.90773010253906,30.836071014404297,2017-07-09
麓山国际黑鹰庄园小区网,heiyingzhuangyuan,天府新区 麓山,天府新区麓山大道二段6号,：绕城以外,,610225,70年,成都万华房地产开发有限公司,独栋,,框架,,106户,38栋,106户,,,成都麓山物业管理有限公司,4.20元/平米·月,,别墅,,104.09329986572266,30.48554229736328,2011-01-01
康河郦景二期小区网,kanghelijing,武侯 内双楠,武侯大石西路239号,：一至二环,,610041,70年,,板楼 多层,45555平方米,砖混,3222平方米,300户,5栋,300户,30%,3.00,新和志远,,88825915,住宅,小区正门,104.02978515625,30.656715393066406,2000-01-01
太阳公元,taiyanggongyuan028,成华 建设路伊藤,成华一环路建设北路（电子科大南大门对...,：一至二环,"公园地产,地铁沿线",610051,太阳公元(成都)大平层产权为70年,成都信远置业有限公司,板塔结合 高层,630000平方米,,106667平方米,1856户,8栋,1856户,35%,4.00,成都仁和春天物业管理有限公司,3.00元/㎡·月,,住宅,,104.1076431274414,30.677467346191406,
锦丽园小区网,jinliyuan028,双流 航空港,双流长城路二段228号,：绕城以外,,610225,70年,成都市兴益房地产开发有限公司,联排,,框架,,136户,215栋,136户,48%,0.65,成都锦丽园物业管理公司,1.50元/平米·月,,别墅,,104.00069427490234,30.544626235961914,2007-01-01
成功红树林小区网,hongshulincg,锦江 川师,锦江晨辉东路301号,：二至中环,"公园地产,地铁沿线,教育地产",610023,70年产权,四川成功企业发展有限公司,板楼 高层,86580平方米,,24050平方米,787户,5栋,787户,30.53%,3.60,四川成功物业服务有限公司,2.40元/平米·月,,住宅,,104.11410522460938,30.612031936645508,2014-06-01
交大归谷建设派小区网,jianshepaijdgg,成华 二仙桥,成华二仙桥北路3号,：二至中环,"小户型,地铁沿线",610051,住宅产权70年,成都锦棣置业有限责任公司,塔楼 高层,216557平方米,,35732平方米,1941户,7栋,1941户,30%,4.29,2.40元/平方米·月,2.40元/平方米·月,,住宅,,104.13470458984375,30.689390182495117,2015-12-01
皇冠国际,huangguanguoji2028,高新西区 高新西区,高新西区西芯大道一号（地铁2号线百草路...,：三至绕城,"复合地产,花园洋房,水景地产",610097,皇冠国际花园洋房产权为70年,四川新希望实业有限公司,板楼 小高层,424731平方米,,130000平方米,1274户,24栋,1274户,35%,2.70,四川鼎晟资产管理有限责任公司,3.00元/㎡·月,,住宅,,103.98088836669922,30.734163284301758,2016-08-01
北欧知识城,beiouzhishicheng,新都 大丰镇,新都北新大道西侧（毗河香城大桥畔 ）,：绕城以外,"LOFT,国际化社区,花园洋房",610500,"北欧知识城普通住宅产权为70年,花园洋房...",成都欧风置业有限公司,板塔结合 多层 高层 超高层,2399976平方米,,800000平方米,1928户,61栋,1928户,40%,3.80,成都北新物业服务有限公司,1.80元/㎡·月,,住宅,,104.08338928222656,30.812395095825195,2014-12-01
中大君悦金沙七期小区网,junyuejinshazd,青羊 内金沙,青羊金鹏街388号,：中至三环,,610031,70年产权,中大房地产集团/四川思源科技开发有限公...,塔楼 高层,700000平方米,框剪,163334平方米,,10栋,5000户,33%,4.79,成都合力物业服务有限公司,1.80元/平米·月,,住宅,,104.00482940673828,30.686176300048828,2014-12-01
上东阳光小区网,shangdongyangguang028,龙泉 洪河,龙泉洪河大道8号,：绕城以外,宜居生态地产,610100,70年产权,成都豪达房地产开发有限公司,板楼 小高层 高层,200000平方米,框架结构,70000平方米,1800户,23栋,1800户,45%,2.86,成都和盟物业管理有限公司,1.45元/平米·月,028-84635879,住宅,上东阳光四期1栋店门,104.17649841308594,30.62644386291504,2008-04-01
丽泉江南小区网,liquanjiangnan,龙泉 龙泉驿,龙泉北泉路459号,：绕城以外,,610100,70年产权,成都万伦房产开发有限公司,板楼 多层,45469平方米,砖混,43336平方米,,17栋,,48%,1.20,成都万伦物业有限公司,0.40元/平米·月,84867011,住宅,,104.25330352783203,30.574289321899414,2003-01-01
蓝光凯丽香江小区网,kailixiangjianglg,高新区 天府长城,高新区南三环路三段112号,：中至三环,"水景地产,国际化社区,地铁沿线,科技住宅",610016,70年,蓝光集团,板塔结合 超高层,261679平方米,框剪,33335平方米,2800户,5栋,2800户,34%,7.85,蓝光嘉宝,2.10元/平米·月,028-85950658,住宅,小区内2栋1单元1楼,104.09097290039062,30.604572296142578,2009-11-29
溢阳绿城小区网,yiyanglvcheng,武侯 外双楠,武侯置信西路57号,：二至中环,,610041,70年,成都天合凯旋置业有限公司,板楼 多层,104858平方米,框架,61681平方米,594户,7栋,594户,0.58%,1.70,成都上实锦绣物业服务有限责任公司,1.50元/平米·月,028-87018181,住宅,小区7栋2楼,104.02181243896484,30.653865814208984,2002-01-01
金沙芙蓉苑小区网,furongyuanjs,青羊 内金沙,青羊金鹏街50号,：中至三环,,610031,70年,成都园林房产,板楼 多层,52109平方米,砖混,30652平方米,113户,6栋,113户,35%,1.70,四川润无声物业管理有限公司,0.70元/平米·月,85234234,住宅,,104.01173400878906,30.683149337768555,2005-01-01
米兰香洲小区网,milanxiangzhou,青羊 外金沙,青羊滨河路104号（苏坡立交旁）,：三至绕城,宜居生态地产,610031,70年,蓝光集团,板楼 高层,116000平方米,框架,28095平方米,868户,5栋,868户,30%,4.13,成都鼎瑞物业管理有限公司,1.20元/平米·月,028-85151399,住宅,1栋物业办公室,103.9951171875,30.682222366333008,2007-02-07
欧香名苑小区网,ouxiangmingyuan,双流 蛟龙港,双流九江镇乌江路232号,：绕城以外,小户型,610225,70年产权,蛟龙投资发展有限公司,塔楼 高层,80000平方米,剪力墙+框架,24868平方米,600户,2010-05-08,600户,32%,3.78,九江镇乌江路232号,1.20元/平米·月,,住宅,小区门口,103.9194107055664,30.618038177490234,2010-05-08
金沙蜜地小区网,jinshamidi,青羊 内金沙,青羊清江中路14号,：二至中环,宜居生态地产,610031,70年产权,成都合力达房产开发有限公司,板楼 高层,35791平方米,框剪,6066平方米,382户,1栋,382户,26.30%,5.90,通顺物业,1.50元/平米·月,028-86267549,住宅,,104.01970672607422,30.678516387939453,2010-01-01
华润翠林华庭小区网,cuilinhuatinghr,成华 动物园,成华成华区荆竹中路199号,：中至三环,"公园地产,地铁沿线,打折优惠楼盘",610082,住宅70年，商业40年,华润置地（成都）成华有限公司,塔楼 高层,241578平方米,,69780平方米,240户,14栋,1257户,30%,2.40,华润置地物业管理公司,2.40元/平米·月,,住宅,,104.11367797851562,30.71825408935547,2014-12-31
中铁奥维尔,aoweierzt,郫都区 郫县区,郫都区郫筒镇梨园街1段528号,：绕城以外,"宜居生态地产,公园地产",611730,中铁奥维尔普通住宅产权为70年,中国中铁八局集团房地产开发有限公司,板塔结合 多层 高层,55079平方米,,275464平方米,1800户,5栋,2925户,30%,0.86,四川力宝企业管理有限公司,1.80元/㎡·月,,住宅,,103.88312530517578,30.831239700317383,2016-07-23
兴元花园小区网,xingyuanhuayuan,金牛 营门口,金牛金鱼街7号（营康路与金鱼街交汇处）,：一至二环,,610036,70年产权,成都兴元房地产开发有限公司,板楼 塔楼 多层 小高层,16565平方米,,4733平方米,972户,11栋,972户,42%,3.50,鑫元物业,0.80元/平米·月,028-87716078,住宅,小区正门处,104.04690551757812,30.690670013427734,2003-01-01
金房苑琴园小区网,jinfangyuanqinyuan,金牛 营门口,金牛金房苑东路26号,：二至中环,,610036,70年产权,成都金房集团有限公司,板楼 多层,232000平方米,砖混,72500平方米,420户,6栋,420户,30%,3.20,成都金房物业管理有限公司,0.80元/平米·月,,住宅,,104.0454330444336,30.70128631591797,2000-01-01
